,who,text
421,0,"Aerial pictures show an air ambulance at the scene in Leigh-on-Sea, Essex, where Conservative MP David Amess has been stabbed https://t.co/ItKZ7yxQQo https://t.co/358uY5mIVY"
422,0,"Conservative MP Sir David Amess stabbed while holding constituency meeting in Leigh-on-Sea, UK, local councillors confirm https://t.co/ErUc7jHzaU"
423,0,"Stabbing reported where Conservative MP Sir David Amess was meeting constituents in Essex, UK

Police say one man has been arrested 

https://t.co/mhZwaAXVYY"
424,0,"Many casualties feared after explosion hits Shia mosque during Friday prayers in city of Kandahar, Afghanistan https://t.co/UbK7cjVBFe"
425,people,"Around 43,000 people may have been wrongly told their Covid PCR test was negative, after being processed by one lab in Wolverhampton, UK

https://t.co/72sTn15pfA"
426,0,"Police boss Philip Allott, who said women needed to be streetwise following Sarah Everard's murder by police officer, resigns as North Yorkshire Police, Fire and Crime Commissioner https://t.co/b2dT9BpIbe"
427,0,"Man who killed five people with a bow and arrow in Norway had shown signs of radicalisation, police say https://t.co/HL0eYfvZDQ"
428,0,"Man armed with bow and arrows kills several people and injures others in southern Norway, police say https://t.co/rIqE2xmtq2"
429,0,"Actor William Shatner, 90, known for playing Captain Kirk in Star Trek, becomes the oldest person to go to space
https://t.co/Vz7tJuHzJ3"
430,0,"UK's early Covid response was ""one of the most important public health failures"" the country has ever experienced, report by MPs finds
https://t.co/xtJwqudaj4"
431,Austria 's Chancellor Sebastian Kurz,"Austria's Chancellor Sebastian Kurz resigns amid corruption probe, and proposes foreign minister as his successor

https://t.co/wonAES3xDW"
432,ban,"A US appeals court reinstates Texas's near total ban on abortions, two days after it was blocked in a lower court https://t.co/kCFxihYKGz"
433,0,"Conservative MP and former UK government minister James Brokenshire, who was diagnosed with lung cancer in 2018, dies aged 53

https://t.co/58RT4snau2"
434,Journalists Maria Ressa and Dmitry Muratov,Journalists Maria Ressa and Dmitry Muratov jointly win Nobel Peace Prize for their fight to defend freedom of expression https://t.co/unTmkHe5Rk
435,0,"South Africa and Brazil among 47 destinations to be moved off UK's travel red list from Monday, meaning passengers returning to England will no longer have to quarantine in a hotel 

https://t.co/mfPCFDNlk8"
436,0,"Saudi Arabian-backed takeover of Newcastle United football club completed

https://t.co/MjZ9TE9lEf"
437,0,"Children across much of Africa are to be vaccinated against malaria in a historic moment in the fight against the deadly disease

https://t.co/WXJjfJY39H"
438,0,"Inquiry launched into ""systematic failures"" that allowed Sarah Everard’s killer Wayne Couzens to continue to be police officer, UK Home Secretary Priti Patel confirms https://t.co/RguuSBQE32"
439,0,"216,000 people have been victims of sexual abuse by Catholic priests in France over last 70 years, major inquiry reveals https://t.co/WJMZmXWmXq"
440,0,"Retail tycoons, foreign royals and super-rich Russians - BBC investigation uncovers secret owners of £4bn of British property https://t.co/xjAevNOl2Y"
441,0,"Social media platforms Facebook, WhatsApp and Instagram 'coming back online' after six-hour outage - Facebook https://t.co/LjmeM6dkR2"
442,0,"Social media services Facebook, Whatsapp and Instagram hit by worldwide outage 

https://t.co/dX0dBxf8aR"
443,0,"Conservative Party donor Mohamed Amersi, who contributed to UK PM Boris Johnson's leadership campaign, involved in one of Europe's biggest corruption scandals, BBC investigation discovers https://t.co/ETNzIioOi0"
444,Fumio Kishida,"Fumio Kishida has formally been announced as Japan's new prime minister, a week after he won the race to lead the ruling party

https://t.co/yhJ4XRzppN"
445,Former UK Prime Minister Tony Blair and his wife Cherie,"Former UK Prime Minister Tony Blair and his wife Cherie saved £312,000 in stamp duty when buying a £6.45m London townhouse by buying an offshore company which owned the house, leaked documents from the Pandora Papers show

https://t.co/6KgpUNvBDG"
446,world leaders and the super-rich,"Massive data leak, the Pandora Papers, exposes how world leaders and the super-rich are secretly buying up luxury property to hide their wealth

https://t.co/DGNOuSbLkb"
447,0,"Petrol problems ""virtually over"" in Scotland, northern England, and the Midlands - but issues persist in the South East, say retailers https://t.co/wd7SYvr1P2"
448,0,"Met Police officer who murdered Sarah Everard after kidnapping and raping her under the guise of an arrest has been handed whole-life sentence

https://t.co/0AsvZWGSxR"
449,0,"Ex-Met Police officer Wayne Couzens handcuffed Sarah Everard and snatched her in a ""false arrest"" before murdering her, court told

https://t.co/TwoQl38zax"
450,0,"Former Liverpool and England World Cup-winning striker Roger Hunt dies aged 83, the Premier League club announces https://t.co/LvkRfTtWy8"
451,Mr Kelly,"Gloria Allred, an attorney who represented three of R. Kelly's victims, says ""of all the predators that I have pursued... Mr Kelly is the worst, a dangerous sexual predator""

https://t.co/wpt61wb0uw https://t.co/zAY4pRjaPY"
452,0,"Man charged with murder of primary school teacher Sabina Nessa, who was killed in south-east London https://t.co/59yRg8xnTa"
453,0,"After decades of abuse allegations, singer R. Kelly found guilty on all counts in sex trafficking trial https://t.co/UKPviEDosW"
454,0,"Police investigating the death of Sabina Nessa arrest a 38-year-old man on suspicion of murder in what they say is significant development

https://t.co/jRbuUgn0Dd"
455,0,Top Huawei executive flies home to China after being freed from house arrest in Canada in a deal with US prosecutors https://t.co/dUeVacOGH1
456,0,"US drops extradition request and agrees deal to free top Huawei executive detained in Canada, in case that sparked major row with China https://t.co/VjWXWqHZRl"
457,0,"38-year-old man arrested on suspicion of the murder of Sabina Nessa in south-east London, police say https://t.co/GnuGVJNBWy"
458,0,"Compensation payments for hundreds of civilian deaths linked to British armed forces in Afghanistan revealed, with lowest £104.17

https://t.co/IRlndU6Dtm"
459,0,"Life expectancy for men in the UK falls for the first time in 40 years, Office for National Statistics estimates show

The Covid-19 pandemic has seen life expectancy fall across most of Europe and the US in 2020

https://t.co/UnLdhl4mAw"
460,0,"Man charged with the murders of three children and a woman in Derbyshire, UK

https://t.co/4XHUioG5qz"
461,Gabby Petito and coroner,Body found in US national park is that of missing travel blogger Gabby Petito and coroner believes she was murdered - FBI https://t.co/jIUdDmc7nf
462,0,"""A decisive decade for our world"" - Joe Biden pledges to work with allies in first speech to UN General Assembly as US president 

https://t.co/cXf5UE8nD5"
463,0,"Third Russian accused by UK police of involvement in 2018 attack on former double agent Sergei Skripal and his daughter Yulia in Salisbury, which left three people critically ill and one dead 

https://t.co/7NyShBXkIw"
464,0,"Russia responsible for killing Alexander Litvinenko, a former Russian spy who died of polonium poisoning in 2006 in London, European Court of Human Rights finds

https://t.co/92u2ocrwKQ"
465,Trudeau,"Canada's Justin Trudeau says ""brighter days ahead"" after projected win in election, but he failed to make the gains he hoped for

Follow live coverage

https://t.co/ZaNo4XvPuS"
466,0,UK's defence secretary orders investigation into data breach involving the details of dozens of Afghan interpreters https://t.co/iS3ZuBAvu6
467,0,"US relaxing Covid travel restrictions for fully vaccinated passengers from UK and EU, ending an 18-month ban https://t.co/8nMfs37BXY"
468,0,US expected to relax travel ban for passengers from UK and EU from November – follow live updates https://t.co/boKVuRmfAi
469,0,"John Challis, best known for playing Boycie in British TV comedy Only Fools and Horses, has died aged 79 https://t.co/WK2q1MtZVn"
470,0,"France recalls ambassadors from US and Australia in wake of new security pact it describes as ""a stab in the back"" https://t.co/bWCqFiTRyB"
471,0,US admits drone strike in Kabul just before military pullout killed 10 innocent people - official tells BBC's US partner CBS News https://t.co/nFA0Aij1bV
472,0,Amber list scrapped and PCR tests no longer necessary for fully vaccinated travellers in English travel overhaul https://t.co/IcDqNlz6vL
473,0,"Two men charged with murder of Belfast journalist Lyra McKee, who was shot dead in Londonderry in 2019 https://t.co/VHzp0iLMCg"
474,0,"Liz Truss becomes new UK foreign secretary, replacing Dominic Raab
https://t.co/h3iB6oV4lc"
475,0,"Gavin Williamson, criticised for his handling of disruption to schools and exams during pandemic, loses job as UK education secretary https://t.co/UId6fJcCa6"
476,0,Booster Covid jabs for over 50s and younger adults with health conditions recommended by UK government vaccine advisers https://t.co/woQ3sameqd
477,0,"The world now sees twice as many days with temperatures over 50C, BBC analysis finds

Climate change presents an increasing challenge for how we live

https://t.co/XXeUTnDAka"
478,0,"All 12 to 15-year-olds should be offered one dose of Pfizer coronavirus vaccine, UK’s chief medical officers recommend https://t.co/upfG2IZTgs"
479,0,"Russia’s Daniil Medvedev beats Novak Djokovic in the US Open final, ending the Serb’s dream of a calendar Grand Slam https://t.co/fg11CkaJwb"
480,0,"Vaccine passport scheme for nightclubs and large events in England will not be going ahead, Health Secretary Sajid Javid tells BBC
 
https://t.co/rcKdJt2G1p"
481,0,Qualifier Emma Raducanu wins US Open title - first British woman to secure a Grand Slam singles victory in 44 years https://t.co/QVT3h1gKc2
482,0,"Twenty years after first plane hit World Trade Center in New York, a minute's silence will shortly begin US 9/11 commemorations
https://t.co/7OlYtp0c3B"
483,Lawyers,"Lawyers for Virginia Giuffre, who has accused Prince Andrew of sexual abuse, claim they have successfully served him with legal papers https://t.co/AEUhB3Trtb"
484,0,"The fall of Afghanistan to the Taliban is likely to have ""emboldened"" so-called lone wolf terrorists in the UK, director general of MI5 warns https://t.co/bz13rKgUhC"
485,0,England's final cricket Test match against India at Old Trafford cancelled after a number of India's staff test positive for Covid-19 https://t.co/kQSnbLCziC
486,0,"Emma Raducanu becomes first British woman to reach a Grand Slam singles final in 44 years, with straight-set win over Greece’s Maria Sakkari at US Open https://t.co/hKnoHKJcWl"
487,0,"MPs vote by 319 to 248 to increase taxes across UK from next year to help pay for NHS and social care

https://t.co/7wg68s0LE7"
488,0,"In her first US Open, British teenager Emma Raducanu reaches semi-finals - beating Olympic champion Belinda Bencic in straight sets 

https://t.co/kpdLu5qB53"
489,0,"UK National Insurance rate for workers to rise by 1.25 Percent, as part of Prime Minister Boris Johnson's plans to fund health and social care in England 

https://t.co/Kv89qS5xP8"
490,0,"Girls Aloud singer Sarah Harding, 39, who had breast cancer, has died, her mother says https://t.co/FnvKMELs7U"
491,0,UK's vaccine advisory body refuses to approve vaccinating healthy children aged 12-15 years old on health grounds alone https://t.co/5RQCCuK4El
492,0,"New Zealand Prime Minister Jacinda Ardern has described the event as a ""terrorist attack"" by a Sri Lankan national who was under surveillance

https://t.co/R5ouCSWgpv"
493,0,"Police in New Zealand shoot dead man after he entered an Auckland supermarket and stabbed multiple people, with at least six reported injured https://t.co/qTm3pZ5HN0"
494,0,"Pop legends Abba to release new music, 40 years after they split https://t.co/4R0ebxdYny"
495,0,"Sarah Storey wins 17th Paralympic gold to become Great Britain's most successful Paralympian of all time

https://t.co/9FUvyaUBZJ"
496,0,"Double child killer Colin Pitchfork released from prison, UK Ministry of Justice confirms https://t.co/JlFyn0nGEx"
497,0,"UK media regulator Ofcom clears Piers Morgan over comments about Meghan, Duchess of Sussex that led to his departure from Good Morning Britain https://t.co/cPwmQstxNj"
498,0,Gargantuan black hole at the centre of our galaxy pictured for very first time https://t.co/LYu44C0GWL
499,"Damehood given to BBC podcast host Deborah James , days after she","Damehood given to BBC podcast host Deborah James, days after she revealed she is receiving end-of-life care for her bowel cancer
 
https://t.co/ZKOrpeyOx7"
500,0,Russian soldiers caught on camera shooting unarmed Ukrainian civilians in the back in footage seen by the BBC https://t.co/RipvjvQBDW
501,0,"Another 50 fines to be issued over Covid lockdown rule breaking in and around Downing Street, London police say https://t.co/4H1sY1JTHF"
502,Nato,"Finland must apply for Nato membership without delay, its leaders announce, after Russia's invasion of Ukraine https://t.co/g9dAfBQJwt"
503,0,"UK and Sweden sign mutual security deal, pledging support if either country comes under attack https://t.co/yDwMhPhnTB"
504,Queen,"Queen pulls out of reading the Queen's Speech at this year's State Opening of Parliament, Buckingham Palace announces

https://t.co/cayUkH8reg"
505,Starmer,UK opposition leader Labour's Keir Starmer says he'll quit if given Covid fine by police https://t.co/5QZxxJFQBI
506,Sri Lanka 's Prime Minister Mahinda Rajapaksa,"Sri Lanka's Prime Minister Mahinda Rajapaksa resigns amid mass protests over the country's worst economic crisis since independence

https://t.co/CP8AbIuoHH"
507,Russia 's President Vladimir Putin,"Russia's President Vladimir Putin apologised after his foreign minister said that Nazi leader Adolf Hitler had ""Jewish blood"", Israel says

https://t.co/np8EuzatYX"
508,Ukrainian President Zelensky,"Ukrainian President Zelensky tells UN that Russian soldiers killed and tortured ""just for pleasure"" as he calls on world to act https://t.co/KfTpoKFov4"
509,0,"World’s true death toll from Covid pandemic is nearly 15 million, three times the official figure, says World Health Organization https://t.co/su3hF3BN9g"
510,UK interest rates,"UK interest rates raised from 0.75 Percent to 1 Percent, their highest level since 2009, as Bank of England tries to tackle cost of living https://t.co/bYQ9B8Ms72"
511,0,"Historic election result in Northern Ireland as Sinn Féin wins most assembly seats for first time, pushing DUP into second place https://t.co/SoaSzpPbSD"
512,0,"The SNP finishes as biggest party in Scottish council elections - with Labour in second after the Conservatives suffer big losses

https://t.co/CPjNN1zMO1"
513,0,Prince Harry and Andrew will not join other royals on Buckingham Palace balcony for Queen's Platinum Jubilee celebrations https://t.co/CYq72X4dy1
514,0,"UK opposition leader Labour's Keir Starmer investigated by police over alleged Covid breach last year

https://t.co/PYFq62hykT"
515,0,"More than 16,000 jobs at risk as convenience store McColl's collapses into administration https://t.co/yCrCXNFP2M"
516,"Minder , The Sweeney and New Tricks ,","Dennis Waterman, star of TV shows Minder, The Sweeney and New Tricks, has died aged 74, his family says https://t.co/BvlvZ8tOgR"
517,0,"Sex Education star Ncuti Gatwa will take over from Jodie Whittaker as the next Dr Who, the BBC announces

https://t.co/bph39wnLie"
518,0,Ukraine wins the Eurovision Song Contest as folk-rap group Kalush Orchestra ride a wave of public support to be crowne https://t.co/5Tncxuv44d
519,0,Liverpool beat Chelsea in the FA cup final at Wembley after a deadlocked game went to penalties - reaction https://t.co/90ipkdnw0K
520,0,"""No shelling for days"" - Kharkiv's mayor tells BBC that Russian forces have withdrawn far out from Ukraine's second city

Follow live updates https://t.co/53QuMbHc02"
521,winners,"UK’s biggest ever lottery winners, who won £184m jackpot on a lucky dip ticket, say they now have “time to dream""
https://t.co/pikyHVE7aq"
522,MI5 agent,"MI5 agent used secret status to terrorise his girlfriend, including carrying out a machete attack - BBC investigation reveals https://t.co/Bo4cKbDHZn"
523,0,"Queen makes surprise visit to Paddington station to see completed Elizabeth line

https://t.co/cozTf9Z4Us"
524,0,Blackpool footballer Jake Daniels becomes first openly gay UK male professional footballer in decades https://t.co/ixGIcgvsIF
525,0,"UK MP arrested on suspicion of sexual offences, including rape and sexual assault, over seven-year period https://t.co/uTmzR8beVM"
526,0,"Hundreds of Ukrainian fighters holed up in Azovstal steel plant in Mariupol for over two months have left, senior Ukrainian official says https://t.co/hIjqHkETmS"
527,0,"London's Metropolitan Police ends investigation into lockdown parties in Downing Street

https://t.co/Si89Ax0gMr"
528,0,Russian soldier accused of killing unarmed Ukrainian civilian pleads guilty in first war crimes trial of the conflict https://t.co/eCKxFPiULU
